SL Target,SEQID,Module,Primary Target,Exposure (s),RA,DEC,PA,,In old sheet?,Notes
SMC X-1,90101017002,A,SMC_X2,2.67202E+04,13.7404,-73.7067,256.7489,0,N,Strong SL (Some SMC source)
SMC X-1,90102014004,A,SMC_X2,2.30589E+04,13.7443,-73.695,248.5767,2,N,Strong SL (SMC source?)
SMC X-1,90201030002,A,SWIFT_J003233d6m7306,5.49237E+04,8.1969,-73.0956,167.0369,2,N,Corner SL
SMC X-1,90201041002,A,SMC_X3,38606.1771,13.0299,-72.4574,278.0336,3,N,SL and second point source
SS 433,40401003002,B,3C_397,1.32005E+05,286.8695,7.2104,119.2559,2,N,"Single in B, multiple in A"
LMC X-3,10002008001,A,LMC_X4,3.99489E+04,83.2027,-66.3476,83.8146,0,N,Weaker SL
LMC X-2,10601407002,A,N132D,8.26874E+04,81.1972,-69.6945,336.5505,2,N,"Strong on FPMA only, some LMC source"
LMC X-2, 30001039002,A, LMC_X1, 39976.5503, 84.8932, -69.6887, 115.1983, 3, Y, X-4 on A and X-2 on both
LMC X-2, 30001039002,B, LMC_X1, 39976.5503, 84.8932, -69.6887, 115.1983, 3, Y, X-4 on A and X-2 on both
LMC X-4,30001039002,B, LMC_X1,  39976.5503, 84.8932, -69.6887, 115.1983, 3, Y, X-4 on A and X-2 on both
LMC X-2, 30001143002,B, LMC_X1, 47789.4848 , 84.9501, -69.7389,  206.2361, 3, Y, X-2 on B and faint X-4 corner in both
LMC X-4, 30001143002,B, LMC_X1, 47789.4848 , 84.9501, -69.7389,  206.2361, 3, Y, X-2 on B and faint X-4 corner in both
LMC X-4, 30001143002,A, LMC_X1, 47789.4848 , 84.9501, -69.7389,  206.2361, 3, Y, X-2 on B and faint X-4 corner in both
LMC X-2,30201029002,A,LMC_X1, 40229.4382, 84.8288, -69.7386, 30.9196, 3, Y, X-2 on FPMA only
SAXJ1806.5-2215,30102038006,A,SGR_1806m20,3.11802E+04,272.1569,-20.4304,335.8582,1,Y,SAX J1806 on A?
GX 9+1,30102038006,B,SGR_1806m20,3.11802E+04,272.1569,-20.4304,335.8582,0,Y,Corner (GX 13+1) and GX 9+1 on B mismatch with model
GX 9+1,30102038007,B,SGR_1806m20,1.10170E+04,272.1394,-20.4009,329.9004,0,Y,Corner (GX 13+1) and GX 9+1 on B mismatch with model
Faint,30102038007,A,SGR_1806m20,1.10170E+04,272.1394,-20.4009,329.9004,0,Y,Faint corner unknown on A
Unkn,30161003004,A,IGRJ10447m6027,4.64888E+04,161.2572,-60.3978,158.6398,1,Y,Weak unident SL on both
Unkn,30161004002,A,IGRJ17402m3656,2.86381E+04,265.1412,-36.8988,167.8542,0,N,"Slice of SL on A, unident. Corner on both"
Unkn,30161004002,B,IGRJ17402m3656,2.86381E+04,265.1412,-36.8988,167.8542,2,Y,"Corner SL on B, faint, unknown"
Unkn,30301024002,A,PNE_G343,3.71066E+04,255.3785,-43.1653,299.7251,2,Y,Strong SL (at least two). Corner unknown
Unkn,30401003002,A,IGR_J20063p3641,3.56827E+04,301.6156,36.7023,173,X,Y,"Weak in A, strong in B (unident, prob Cyg X-1?)"
Unkn,30401030002,B,GRS_1758m258,4.20413E+04,270.2845,-25.7655,334.5367,1,N,Diffuse SL over FoV (transmitted?)
Unkn,30601007002,B,SLX_1735m269,3.10348E+04,264.5893,-26.9601,158.9162,2,N,"Overlapping corner, plus faint unknown"
Unkn,30101040002,A,GX_1p4, 49263.8398, 262.9776, -24.7656, 337.7418, 3, N, Fainter unidentified SL on both
Unkn,30101040002,B,GX_1p4, 49263.8398, 262.9776, -24.7656, 337.7418, 3, N, Fainter unidentified SL on both
Unkn,30601006002,A,4U_1543m624, 32266.5925, 237.0512, -62.5493, 208.765,3, N, Faint unidentified SL on FPMA
LMC X-1,30102041006,B,LMC_X4,  22986.1412,  83.2793, -66.3727,  209.4403, 3, Y, Faint corner of FPMB
LMC X-2,40001014002,B,SN1987A,6.88339E+04,84.0136,-69.2271,149.1196,1,N,"LMC stray light. X-4 on A, corner unknown on B"
LMC X-2,40001014003,B,SN1987A,1.36301E+05,83.9595,-69.2378,149.1479,1,N,LMC SL
LMC X-2,40001014004,B,SN1987A,1.98871E+05,83.9378,-69.2448,149.182,1,N,LMC SL
LMC X-2,40001014006,B,SN1987A,5.38971E+04,83.9614,-69.2641,190.4954,1,N,Edge of FoV SL
LMC X-2,40001014007,B,SN1987A,1.99713E+05,83.9182,-69.2714,190.544,0,N,Edge of FoV SL
LMC X-2,40001014009,B,SN1987A,2.84207E+04,83.8272,-69.2803,242.6631,0,N,Corner SL
LMC X-2,40001014010,B,SN1987A,1.86034E+05,83.9274,-69.2928,242.8729,2,N,Corner SL
LMC X-2,40001014012,A,SN1987A,1.93098E+04,83.8251,-69.2257,80.0473,1,N,Corner SL
LMC X-2,40001014012,B,SN1987A,1.93098E+04,83.8251,-69.2257,80.0473,0,N,Corner SL
LMC X-2,40001014013,A,SN1987A,4.72871E+05,83.8281,-69.2465,80.1206,0,N,Corner Unknown on both
LMC X-2,40001014013,B,SN1987A,4.72871E+05,83.8281,-69.2465,80.1206,0,N,Corner Unknown on both
Faint,40001014013,B,SN1987A,4.72871E+05,83.8281,-69.2465,80.1206,0,N,Corner Unknown on both transmitted SL as well?
LMC X-2,40001014015,A,SN1987A,9.68384E+04,83.8384,-69.2617,13.1106,1,N,Unknown bottom edge on A
LMC X-2,40001014016,A,SN1987A,4.31823E+05,83.7759,-69.2677,13.1219,0,N,Unknown bottom edge on A
LMC X-2,40001014018,A,SN1987A,2.00197E+05,83.7686,-69.2335,64.9742,0,N,Unknown on both
LMC X-2,40001014018,B,SN1987A,2.00197E+05,83.7686,-69.2335,64.9742,0,N,Unknown on both
LMC X-2,40001014020,A,SN1987A,2.75192E+05,83.8186,-69.2489,70.249,2,N,Unknown on both
LMC X-2,40001014020,B,SN1987A,2.75192E+05,83.8186,-69.2489,70.249,0,N,Unknown on both
LMC X-2,40001014022,A,SN1987A,4.78798E+04,83.8562,-69.2213,111.3463,2,N,"LMC X-4 on A, known edge on both"
LMC X-2,40001014022,B,SN1987A,4.78798E+04,83.8562,-69.2213,111.3463,2,N,"LMC X-4 on A, known edge on both"
LMC X-2,40001014023,A,SN1987A,4.27616E+05,83.8965,-69.2477,111.3708,0,N,"LMC X-4 on A, known edge on both"
LMC X-2,40001014023,B,SN1987A,4.27616E+05,83.8965,-69.2477,111.3708,0,N,"LMC X-4 on A, known edge on both"
LMC X-2,40101010002,B,N132D,6.90002E+04,81.3115,-69.6661,240.7403,2,N,"LMC sources, strong unknown on B"
LMC X-2,40101015002,A,30_Dor_C,1.66674E+05,84.0242,-69.2058,141.4325,1,N,"Extended source, SN1987A + unknown on both SL (mismatch)"
LMC X-2,40101015002,B,30_Dor_C,1.66674E+05,84.0242,-69.2058,141.4325,2,N,"LMC sources, second point source"
LMC X-2,40101015004,B,30_Dor_C,2.60184E+04,83.9813,-69.2073,185.1431,2,N,"LMC sources, faint on edge of B, second point source"
LMC X-2,40201014002,B,N157B,1.04805E+05,84.5049,-69.1593,185.0773,0,N,"Multiple point sources, Edge SL on B, faint LMC X-2"
LMC X-2,40501004002,A,SN1987A,1.83446E+05,83.766,-69.2728,35.4943,1,N,Unknown on both
LMC X-2,40501004002,B,SN1987A,1.83446E+05,83.766,-69.2728,35.4943,0,N,Unknown on both
LMC X-2,40501004004,A,SN1987A,1.59322E+05,83.7612,-69.2682,47.5379,1,N,LMC SL
LMC X-2,40501004004,B,SN1987A,1.59322E+05,83.7612,-69.2682,47.5379,2,N,LMC sources 
LMC X-3,30102041006,B,LMC_X4,  22986.1412,  83.2793, -66.3727,  209.4403, 3, Y, Faint on DET3
Coma,60001030002,A,PG1247p268,9.41759E+04,192.5624,26.5285,189.0713,0,N,Tentatively Coma Cluster hard to tell
Unkn,60061279002,B,GRS1734m292,2.02926E+04,264.3462,-29.1582,336.5919,2,Y,"Multiple overlapping SL sources, hard to tell what's what"
SMC X-1,60301029006,A,IRAS_00521m7054,7.44109E+04,13.4977,-70.6667,282.1021,0,N,"Unidentified SL on A (SMC?), second point source"
SMC X-3,30202004006,B, SMC_X1, 20426.5542, 19.3507, -73.4618, 232.5217, 3, Y, SMC X-3 on B only
Unkn,80001046002,B,IGRJ17454m2919,2.94087E+04,266.3387,-29.3549,337.8242,1,Y,GR + multiple SL
Unkn,90101010002,A,IGR_J00291p5934,38103.8002,7.2752,59.5982,3,N, Faint and mismatch in model unident source   
MAXI J1621,80401321002,A,4U_1608m52,5.37415E+04,243.1736,-52.464,314.9327,2,Y,Unident source in both
MAXI J1621,80401321002,B,4U_1608m52,5.37415E+04,243.1736,-52.464,314.9327,1,Y,Unident source in both
Unkn,80402320002,A,SGR_1806m20,3.99171E+04,272.1367,-20.4465,328.9959,0,Y,Strong transmitted SL on FPMA from unknown source
GX 9+1,80402320002,B,SGR_1806m20,3.99171E+04,272.1367,-20.4465,328.9959,0,Y,"Multiple, whole FoV, unident"
Unkn,90001005002,B,IGRJ17544m2619,7.92522E+04,268.6311,-26.3045,155.0719,2,Y,Multiple SL sources. Fainter ones unknown
Unkn,90001005002,A,IGRJ17544m2619,7.92522E+04,268.6311,-26.3045,155.0719,2,Y,Multiple SL sources. Fainter ones unknown
Cir X-1,90501314002,B,MAXI_J1535m571,5.27109E+04,233.8839,-57.2154,205.1048,0,N,"Strong SL (some in A), unidentified"
Cir X-1,90501314002,A,MAXI_J1535m571,5.27109E+04,233.8839,-57.2154,205.1048,0,N,"Strong SL (some in A), unidentified"
X1908+075,30002041002,B,SS433,2.67284E+04,287.9474,4.963,330.8442,2,Y,SL on B
X1908+075,30401018002,A,4U_1907p09,7.88598E+04,287.3659,9.8237,23.1147,1,Y,Weak SL (strong on B)
X1908+075,30401018002,B,4U_1907p09,7.88598E+04,287.3659,9.8237,23.1147,0,Y,Strong SL (weak in A)
X1908+075,40510002001,B,W50_inner_east_lobe,1.09419E+05,288.2957,4.9509,299.3279,0,N,Exended + SL
X1908+075,40510003001,B,W50_background,3.23571E+04,288.4462,4.7726,299.3724,0,N,"Faint, if present?"
X1908+075,90001010002,B,XTE_J1859p083,1.98386E+04,284.7785,8.2742,151.4257,1,Y,Faint SL
X1908+075,30002041018,A,SS433,27260.4807,287.983,5.0125,142.7978, 3, N, Faint SL on FPMA
X1908+075,30002041012,A,SS433,21385.4825,287.989,4.9985,170.0595,3,N,Faint SL on FPMA
X1908+075,30002041016,A,SS433,29526.1009,287.9816,5.0093,154.4181,3,N,Strong SL on FPMA
NGC 1275, 90001008002,A,GK_Per, 42347.7044,  52.7837,  43.8698,  298.1725, 3, N, Corner
XTE J1855-026,30360001002,A,Swift_J1843d5m0343,7.56123E+04,280.9001,-3.6847,132.7548,2,Y,"Weak SL, second source present"
XTE J1855-026,30360001002,B,Swift_J1843d5m0343,7.56123E+04,280.9001,-3.6847,132.7548,1,Y,Weak edge SL in both
XTE J1855-026,40301004002,B,KES_75,9.52718E+04,281.5856,-3.0002,335.5333,1,Y,Weak SL on both?
XTE J1701-407,40201001002,B,G346d6m0d2,6.27757E+04,257.5584,-40.1979,148.4452,0,Y,"SL on both, multiple overlapping on B, XTE source is faint"
,10002010001,A,PKS2155m304,3.38382E+04,329.7525,-30.2077,156.9387,1,N,Background
,10002010001,B,PKS2155m304,3.38382E+04,329.7525,-30.2077,156.9387,0,N,Background
,10002013003,A,SMC_X1,1.86045E+04,19.473,-73.4275,176.1375,0,N,"PSF bleed, no SL"
,10002013003,B,SMC_X1,1.86045E+04,19.473,-73.4275,176.1375,0,N,"Odd location, PSF bleed"
,10002014001,A,G21d5m0d9,1.29904E+04,278.3548,-10.6104,355.1799,0,Y,"Extended source, no SL"
,10002014001,B,G21d5m0d9,1.29904E+04,278.3548,-10.6104,355.1799,0,Y,Background
,10002014002,A,G21d5m0d9,4.44560E+04,278.3597,-10.591,354.4032,1,Y,"Extended source, no SL"
,10002014002,B,G21d5m0d9,4.44560E+04,278.3597,-10.591,354.4032,1,Y,"Extended source, no SL"
,10002014003,A,G21d5m0d9,4.47226E+04,278.3704,-10.5792,354.4234,1,Y,"Extended source, no SL"
,10002014003,B,G21d5m0d9,4.47226E+04,278.3704,-10.5792,354.4234,1,Y,"Extended source, no SL"
,10002014004,A,G21d5m0d9,2.80229E+04,278.3605,-10.5762,354.3792,1,Y,"Extended source, no SL"
,10002014004,B,G21d5m0d9,2.80229E+04,278.3605,-10.5762,354.3792,1,Y,"Extended source, no SL"
,10002014005,A,G21d5m0d9,1.33782E+05,278.3669,-10.5773,354.3839,1,Y,"Extended source, no SL"
,10002014005,B,G21d5m0d9,1.33782E+05,278.3669,-10.5773,354.3839,1,Y,"Extended source, no SL"
,10002017001,A,GS0834m430,2.60416E+04,128.7646,-43.1582,45.1822,0,N,"Weird one, off axis?"
,10002017001,B,GS0834m430,2.60416E+04,128.7646,-43.1582,45.1822,0,Y,"Way off-axis, no SL"
,10002018001,A,GS0834m430,3.10760E+04,128.9468,-43.161,46.126,1,Y,"PSF Bleed, No SL"
,10002018001,B,GS0834m430,3.10760E+04,128.9468,-43.161,46.126,1,Y,"PSF bleed, no SL"
,10002019001,A,MCGm5m23m16,3.39268E+04,146.8885,-30.9328,27.307,2,N,Elevated background?
,10002019001,B,MCGm5m23m16,3.39268E+04,146.8885,-30.9328,27.307,1,N,High background
,10002020003,A,3C273,4.94142E+04,187.2392,2.0383,356.2136,0,N,Background
,10002020003,B,3C273,4.94142E+04,187.2392,2.0383,356.2136,1,N,Background
,10002021001,A,1E1740d7m2942,2.17200E+03,265.9379,-29.7737,331.1437,0,Y,"PSF bleed, SL on FPMB only"
,10002021003,A,1E1740d7m2942,6.12527E+03,265.9569,-29.728,335.2775,1,Y,"PSF bleed, SL on FPMB only"
,10102002002,A,Cyg_X3,1.01682E+04,308.0986,40.9358,314.3891,1,N,PSF bleed
,10102002002,B,Cyg_X3,1.01682E+04,308.0986,40.9358,314.3891,1,N,PSF bleed
,10202002002,A,Her_X1,3.65857E+04,254.4275,35.3288,352.7824,2,N,PSF bleed
,10202002002,B,Her_X1,3.65857E+04,254.4275,35.3288,352.7824,2,N,PSF Bleed
,10311002006,A,Crab_bkgd_PA150,1.81213E+04,84.6327,22.4972,152.5729,0,N,Background
,10311002006,B,Crab_bkgd_PA150,1.81213E+04,84.6327,22.4972,152.5729,2,N,Background
,10311002008,A,Crab_bkgd_PA150,2.07176E+04,84.6236,22.5069,153.8809,0,N,Background
,10311002008,B,Crab_bkgd_PA150,2.07176E+04,84.6236,22.5069,153.8809,0,N,Background
,10402020004,A,3C273,2.11831E+04,187.2519,2.0341,358.8267,1,N,Background
,10402020006,A,3C273,4.03172E+04,187.2463,2.0359,357.1909,2,N,PSF bleed
,10501005002,A,Kepler,1.00945E+05,262.6998,-21.429,157.2463,1,Y,Second point source
,10501005002,B,Kepler,1.00945E+05,262.6998,-21.429,157.2463,1,Y,Second point source
,10502009001,A,Crab_bkgd_PA150,2.10640E+04,84.6514,22.519,148.9918,0,N,Background
,10502009001,B,Crab_bkgd_PA150,2.10640E+04,84.6514,22.519,148.9918,1,N,Background
,10601005002,A,Kepler,9.94280E+04,262.7033,-21.4245,157.2109,2,Y,Second point source
,10601005002,B,Kepler,9.94280E+04,262.7033,-21.4245,157.2109,0,Y,Second point source
,10601308002,A,LMC_X3,1.21838E+04,84.687,-64.1093,357.4623,2,N,Background
,10601308002,B,LMC_X3,1.21838E+04,84.687,-64.1093,357.4623,0,N,PSF bleed
,10602001002,A,Her_X1,2.69328E+04,254.4685,35.3755,166.0492,2,N,PSF Bleed
,10602001002,B,Her_X1,2.69328E+04,254.4685,35.3755,166.0492,2,N,PSF bleed
,10602606002,A,3C273,4.40183E+04,187.2334,2.0263,357.0116,1,N,Background
,10602606002,B,3C273,4.40183E+04,187.2334,2.0263,357.0116,0,N,PSF bleed
,30001006002,A,IGRJ16318m4848,5.65712E+04,247.9185,-48.8442,337.8322,2,Y,Multiple point sources
,30001006002,B,IGRJ16318m4848,5.65712E+04,247.9185,-48.8442,337.8322,2,Y,Multiple point sources
,30001014002,A,IC10_X1,8.85718E+04,5.0742,59.2736,15.7929,0,N,Background
,30001015002,A,4U1957p11,5.00297E+04,299.8424,11.6908,310.0072,1,N,"PSF bleed, no SL"
,30001015002,B,4U1957p11,5.00297E+04,299.8424,11.6908,310.0072,2,N,PSF bleed
,30001023003,A,4U0142p61,1.43941E+05,26.6249,61.6932,266.3419,0,Y,Background
,30001025002,A,1E1841m045,4.86204E+04,280.3192,-4.9453,316.5249,1,Y,Background
,30001025002,B,1E1841m045,4.86204E+04,280.3192,-4.9453,316.5249,1,Y,Background
,30001025004,A,1E1841m045,3.51884E+04,280.3022,-4.9504,339.5674,2,Y,Background
,30001025004,B,1E1841m045,3.51884E+04,280.3022,-4.9504,339.5674,1,Y,Background
,30001025006,A,1E1841m045,6.56761E+04,280.3009,-4.9525,339.5478,2,Y,Background
,30001025006,B,1E1841m045,6.56761E+04,280.3009,-4.9525,339.5478,2,Y,Background
,30001025008,A,1E1841m045,3.84367E+04,280.3068,-4.9568,336.7229,2,Y,Background
,30001025008,B,1E1841m045,3.84367E+04,280.3068,-4.9568,336.7229,2,Y,Background
,30001025010,A,1E1841m045,3.29273E+04,280.3094,-4.9564,336.7119,2,Y,Background
,30001025010,B,1E1841m045,3.29273E+04,280.3094,-4.9564,336.7119,2,Y,Background
,30001025012,B,1E1841m045,1.00675E+05,280.3167,-4.9627,333.7221,1,Y,Background
,30001032002,A,2RXPJ130159d6m635806,3.29174E+04,195.4506,-63.9962,334.1895,0,Y,Background
,30001032002,B,2RXPJ130159d6m635806,3.29174E+04,195.4506,-63.9962,334.1895,2,Y,Background
,30001041002,A,GX301_2,3.82010E+04,186.6562,-62.7295,97.7072,1,Y,"PSF bleed, no SL"
,30001041002,B,GX301_2,3.82010E+04,186.6562,-62.7295,97.7072,1,Y,"PSF bleed, no SL"
,30001043002,B,QZ_Car,1.01712E+05,161.1352,-59.9594,133.3503,1,N,Background
,30001044002,B,BDp43_3654,1.05106E+05,308.3903,43.9655,330.7691,0,Y,"SL on A, elevated bgd on B?"
,30001044004,B,BDp43_3654,9.86267E+04,308.3643,43.965,330.5941,2,N,"SL on A, high bgd on B?"
,30001045002,B,HESSJ1834m087_TeV,5.95558E+04,278.6712,-8.7223,147.3377,1,N,Background
,30001045004,B,HESSJ1834m087_TeV,4.87031E+04,278.6688,-8.7246,146.4963,1,N,Background
,30001045006,B,HESSJ1834m087_TeV,5.96012E+04,278.6604,-8.7155,143.1632,1,N,Background
,30001061002,A,PSRJ0437m4715,7.38223E+04,69.3377,-47.2636,274.0153,2,N,Multiple sources
,30001061002,B,PSRJ0437m4715,7.38223E+04,69.3377,-47.2636,274.0153,0,N,Multiple point sources
,30001061004,A,PSRJ0437m4715,6.40536E+04,69.3436,-47.2636,274.102,0,N,Multiple sources
,30001061004,B,PSRJ0437m4715,6.40536E+04,69.3436,-47.2636,274.102,0,N,Multiple point sources
,30001061006,A,PSRJ0437m4715,6.36174E+04,69.3429,-47.266,274.0646,0,N,Multiple sources
,30001061006,B,PSRJ0437m4715,6.36174E+04,69.3429,-47.266,274.0646,0,N,Multiple point sources
,30001148002,A,SwiftJ1753d5m0127,4.04385E+04,268.351,-1.4785,337.9632,2,N,"PSF bleed, no SL"
,30002006002,A,Her_X1,2.77717E+04,254.4028,35.2958,327.7674,1,N,"PSF bleed, no SL"
,30002006002,B,Her_X1,2.77717E+04,254.4028,35.2958,327.7674,1,N,"PSF bleed, no SL"
,30002006005,A,Her_X1,2.18675E+04,254.4222,35.3143,325.4552,2,N,PSF bleed
,30002006005,B,Her_X1,2.18675E+04,254.4222,35.3143,325.4552,2,N,PSF bleed
,30002006007,A,Her_X1,2.66757E+04,254.435,35.3201,323.3952,0,N,"PSF bleed, no SL"
,30002006007,B,Her_X1,2.66757E+04,254.435,35.3201,323.3952,0,N,"PSF bleed, no SL"
,30002007002,A,Vela_X1,7.13783E+03,135.5247,-40.5644,334.8175,2,N,PSF bleed
,30002007002,B,Vela_X1,7.13783E+03,135.5247,-40.5644,334.8175,0,N,"PSF bleed, no SL"
,30002007003,A,Vela_X1,2.44961E+04,135.5051,-40.5837,334.8005,0,Y,"PSF bleed, no SL"
,30002007003,B,Vela_X1,2.44961E+04,135.5051,-40.5837,334.8005,2,N,"PSF bleed, no SL"
,30002010007,A,eta_Car,3.10382E+04,161.222,-59.6797,44.6814,0,N,Multiple sources
,30002010007,B,eta_Car,3.10382E+04,161.222,-59.6797,44.6814,0,Y,Second point source
,30002010008,A,eta_Car,5.69506E+04,161.1843,-59.6708,44.615,1,N,Multiple sources
,30002010008,B,eta_Car,5.69506E+04,161.1843,-59.6708,44.615,0,Y,Multiple point sources
,30002010010,A,eta_Car,5.45305E+04,161.1851,-59.6611,51.897,0,N,Multple sources
,30002010010,B,eta_Car,5.45305E+04,161.1851,-59.6611,51.897,1,Y,Multiple point sources
,30002010012,A,eta_Car,8.14546E+04,161.2391,-59.6445,89.4003,2,N,Multiple sources
,30002010012,B,eta_Car,8.14546E+04,161.2391,-59.6445,89.4003,2,Y,Multiple point sources
,30002017002,A,PSRB1259m63,3.08040E+04,195.7434,-63.8478,259.6945,1,Y,GR? Second source near edge of FoV?
,30002017004,A,PSRB1259m63,3.43693E+04,195.7182,-63.8724,277.2144,1,Y,Second source in FoV
,30002017004,B,PSRB1259m63,3.43693E+04,195.7182,-63.8724,277.2144,0,Y,Second point source
,30002017006,A,PSRB1259m63,2.76028E+04,195.6901,-63.8635,307.7518,2,Y,Second source at edge of FoV
,30002017006,B,PSRB1259m63,2.76028E+04,195.6901,-63.8635,307.7518,0,Y,Second source at edge of FoV
,30002017008,A,PSRB1259m63,2.69561E+04,195.6908,-63.873,307.7487,1,Y,Second point source at edge of FoV
,30002017008,B,PSRB1259m63,2.69561E+04,195.6908,-63.873,307.7487,0,Y,Second source at edge of FoV
,30002017010,B,PSRB1259m63,3.02680E+04,195.6752,-63.8685,325.0753,0,Y,Second point source
,30002020006,A,1FGLJ1018d6m5856,2.45079E+04,154.6829,-58.911,81.1497,1,Y,Second point source
,30002021013,B,HESSJ1640m465,2.21989E+04,250.1923,-46.5267,227.3736,0,Y,Background
,30002021015,A,HESSJ1640m465,1.96800E+04,250.1802,-46.56,289.9801,0,Y,Background
,30002021015,B,HESSJ1640m465,1.96800E+04,250.1802,-46.56,289.9801,1,Y,Background
,30002021017,A,HESSJ1640m465,2.24643E+04,250.1814,-46.5643,295.1336,1,Y,Background
,30002021017,B,HESSJ1640m465,2.24643E+04,250.1814,-46.5643,295.1336,1,Y,Background
,30002021019,A,HESSJ1640m465,1.94676E+04,250.1913,-46.5446,295.1661,0,Y,Background
,30002021019,B,HESSJ1640m465,1.94676E+04,250.1913,-46.5446,295.1661,0,Y,Background
,30002021021,A,HESSJ1640m465,1.97993E+04,250.1762,-46.5686,295.1179,0,Y,Background
,30002021021,B,HESSJ1640m465,1.97993E+04,250.1762,-46.5686,295.1179,0,Y,Background
,30002021023,A,HESSJ1640m465,2.25521E+04,250.1892,-46.5585,311.5738,0,Y,Background
,30002021023,B,HESSJ1640m465,2.25521E+04,250.1892,-46.5585,311.5738,0,Y,Background
,30002021034,A,HESSJ1640m465,1.67731E+04,250.2115,-46.4857,129.7237,2,Y,"No SL, elevated bgd?"
,30002021034,B,HESSJ1640m465,1.67731E+04,250.2115,-46.4857,129.7237,1,Y,High background
,30002021042,B,HESSJ1640m465,4.91444E+04,250.1787,-46.5547,299.4391,0,N,Background
,30002032002,A,IC342_X1,2.09692E+04,56.55,68.0815,153.4313,0,N,Multiple point sources
,30002032002,B,IC342_X1,2.09692E+04,56.55,68.0815,153.4313,2,N,Multiple point sources
,30002032003,A,IC342_X1,9.86116E+04,56.5393,68.1033,153.3663,0,N,Multiple point sources
,30002032003,B,IC342_X1,9.86116E+04,56.5393,68.1033,153.3663,1,N,Multiple point sources
,30002032005,A,IC342_X1,1.27394E+05,56.5439,68.102,148.7664,0,N,Multiple point sources
,30002032005,B,IC342_X1,1.27394E+05,56.5439,68.102,148.7664,0,N,Multiple point sources
,30002034006,B,HolmbergIX_X1,4.96078E+04,149.4038,69.0677,18.1404,0,N,Odd SL on FPMA
,30002038002,A,Circinus_XMM2,1.83379E+04,213.2684,-65.3866,176.4717,2,Y,"Second point source, no SL"
,30002038002,B,Circinus_XMM2,1.83379E+04,213.2684,-65.3866,176.4717,1,Y,Multiple point sources
,30002038004,A,Circinus_XMM2,4.02661E+04,213.2347,-65.3825,176.4928,0,Y,"Second point source, no SL"
,30002038004,B,Circinus_XMM2,4.02661E+04,213.2347,-65.3825,176.4928,2,Y,Multiple point sources
,30002038006,A,Circinus_XMM2,3.61961E+04,213.2318,-65.3846,176.5225,0,Y,"Second point source, no SL"
,30002038006,B,Circinus_XMM2,3.61961E+04,213.2318,-65.3846,176.5225,2,Y,Multiple point sources
,30002040004,A,eta_Car,6.13780E+04,161.1942,-59.6701,32.9704,1,N,Multiple sources
,30002040004,B,eta_Car,6.13780E+04,161.1942,-59.6701,32.9704,1,Y,Multiple point sources
,30002041002,A,SS433,2.67284E+04,287.9474,4.963,330.8442,0,Y,Faint SL on B?
,30002041006,B,SS433,2.91918E+04,287.9436,4.9548,311.6256,2,Y,"PSF bleed, no SL"
,30002041020,A,SS433,2.65976E+04,287.9364,4.9914,72.8901,1,Y,Elevated background? No SL
,30002041020,B,SS433,2.65976E+04,287.9364,4.9914,72.8901,1,Y,Elevated bgd?
,30101001002,A,IGRJ14091m6108,2.40035E+04,212.1343,-61.156,343.006,2,Y,Background
,30101001002,B,IGRJ14091m6108,2.40035E+04,212.1343,-61.156,343.006,0,Y,Background
,30101005002,A,Eta_Carinae,2.36346E+04,161.216,-59.6799,22.3645,1,N,Multiple point sources
,30101005002,B,Eta_Carinae,2.36346E+04,161.216,-59.6799,22.3645,1,N,Multiple point sources
,30101024002,A,4U_1636m53,1.98002E+04,250.2564,-53.7708,259.0821,1,N,"PSF bleed, no SL"
,30101024002,B,4U_1636m53,1.98002E+04,250.2564,-53.7708,259.0821,1,Y,"PSF bleed, no SL"
,30101027002,A,4U_1700m37,3.80250E+04,256.0179,-37.8285,158.2795,1,Y,"Weird PSF bleed, second point source?"
,30101027002,B,4U_1700m37,3.80250E+04,256.0179,-37.8285,158.2795,1,Y,"PSF bleed, no SL"
,30101029002,A,4U_1626m67,6.50079E+04,248.1362,-67.4563,212.9456,2,Y,"PSF bleed, no SL"
,30101029002,B,4U_1626m67,6.50079E+04,248.1362,-67.4563,212.9456,1,Y,PSF bleed
,30101031002,A,PSR_B1937p21,3.82214E+04,294.8752,21.567,5.9269,2,Y,Background
,30101031002,B,PSR_B1937p21,3.82214E+04,294.8752,21.567,5.9269,1,N,Background
,30101034002,A,IGR_J17062m6143,7.01104E+04,256.6376,-61.7052,202.5301,2,Y,Background
,30101042002,A,GX_301m2,3.57207E+04,186.5982,-62.7383,68.1289,2,N,"PSF bleed, no SL"
,30101042002,B,GX_301m2,3.57207E+04,186.5982,-62.7383,68.1289,2,Y,"PSF bleed, no SL"
,30101051002,A,GX_354m0,5.33422E+04,263.0125,-33.8473,252.3143,1,Y,PSF bleed
,30101051002,B,GX_354m0,5.33422E+04,263.0125,-33.8473,252.3143,1,Y,PSF bleed
,30101055002,A,Cen_X3,2.14275E+04,170.3603,-60.6078,153.4872,1,Y,"PSF bleed, no SL"
,30101055002,B,Cen_X3,2.14275E+04,170.3603,-60.6078,153.4872,0,Y,"PSF bleed, no SL"
,30101101002,A,Orion_Nebular_Cluster,9.58066E+04,83.8005,-5.3911,208.7339,0,N,"Multiple point sources, no SL"
