SL Target,SEQID,Module,Primary Target,Exposure (s),RA,DEC,PA,,In old sheet?,Notes
,50110003002,A,M31_Field_C,9.64025E+04,11.3425,41.561,112.7842,0,N,Many point sources
,50110003002,B,M31_Field_C,9.64025E+04,11.3425,41.561,112.7842,0,N,Multiple point sources
,50111001002,A,M31_Field_A,1.04123E+05,10.8878,41.3078,138.9738,0,N,Many point sources
,50111001002,B,M31_Field_A,1.04123E+05,10.8878,41.3078,138.9738,0,N,Lots of point sources
,50111003002,A,M31_Field_C,1.05437E+05,11.3704,41.5913,33.812,0,N,Multiple point sources
,50111003002,B,M31_Field_C,1.05437E+05,11.3704,41.5913,33.812,0,N,Multiple point sources
,50201001002,A,SWIFT_J0042d6p4112,1.03138E+05,10.6235,41.2057,304.9436,1,N,Second point source
,50302001002,A,M31_Bulge,4.23550E+04,10.6949,41.2915,138.1283,1,N,Lots of point sources
,50302001002,B,M31_Bulge,4.23550E+04,10.6949,41.2915,138.1283,1,N,Point sources
,50302001004,A,M31_Bulge,4.13550E+04,10.7003,41.2918,133.1961,1,N,Lots of point sources
,50302001004,B,M31_Bulge,4.13550E+04,10.7003,41.2918,133.1961,1,N,Point sources
,50302001006,A,M31_Bulge,4.29303E+04,10.6779,41.2567,314.443,1,N,Lots of point sources
,50302001006,B,M31_Bulge,4.29303E+04,10.6779,41.2567,314.443,1,N,Point sources
,50310001002,B,M33_MOS01,1.08139E+05,23.3,30.5286,294.8128,0,N,Point sources
,50310001004,A,M33_MOS01,9.88869E+04,23.3183,30.4993,132.8904,1,N,Lots of point sources
,50310001004,B,M33_MOS01,9.88869E+04,23.3183,30.4993,132.8904,1,N,Point sources
,50311001004,A,SMC_Deep_MOS01,8.19065E+04,13.8272,-72.4398,185.856,0,N,Multiple point sources
,50311001004,B,SMC_Deep_MOS01,8.19065E+04,13.8272,-72.4398,185.856,0,N,Multiple point sources
,50311002002,A,SMC_Deep_MOS02,1.69756E+05,12.7128,-73.2574,43.6356,1,N,Multiple point sources
,50311002002,B,SMC_Deep_MOS02,1.69756E+05,12.7128,-73.2574,43.6356,0,N,Multiple point sources
,50311002004,A,SMC_Deep_MOS02,7.67708E+04,12.6764,-73.2817,161.7101,2,N,Second point source
,50311002004,B,SMC_Deep_MOS02,7.67708E+04,12.6764,-73.2817,161.7101,2,N,Multipel point sources
,50311002006,B,SMC_Deep_MOS02,2.99439E+04,12.6228,-73.2755,186.7485,0,N,Second point source
,50311003002,B,SMC_Deep_MOS03,1.72390E+05,13.2635,-72.4877,91.2839,2,N,Multiple point sources
,50311003004,A,SMC_Deep_MOS03,8.70655E+04,13.1723,-72.4806,181.0105,0,N,Multiple sources
,50311003004,B,SMC_Deep_MOS03,8.70655E+04,13.1723,-72.4806,181.0105,0,N,Multiple point sources
,50312001002,A,M31_Field_D,4.78503E+04,11.641,42.1701,8.5512,2,N,Multiple sources
,50312001002,B,M31_Field_D,4.78503E+04,11.641,42.1701,8.5512,2,N,Multiple point sources
,50312002002,A,M31_Field_E,5.18321E+04,11.5485,42.0062,2.5483,1,N,Multiple point sources
,50312002002,B,M31_Field_E,5.18321E+04,11.5485,42.0062,2.5483,2,N,Multiple sources
,50401006002,A,CXO_J095524d2p690957,8.84714E+04,148.9686,69.1412,225.9025,0,N,Multiple point sources
,50401006002,B,CXO_J095524d2p690957,8.84714E+04,148.9686,69.1412,225.9025,0,N,Second point source
,50460004002,A,M31_Field_K,4.77216E+04,10.8635,41.076,321.084,0,N,Multiple point sources
,50460004002,B,M31_Field_K,4.77216E+04,10.8635,41.076,321.084,0,N,Multiple point sources
,50502002002,A,M87,2.81595E+04,187.6786,12.3993,67.904,2,N,"Extended source, no SL"
,50502002002,B,M87,2.81595E+04,187.6786,12.3993,67.904,0,N,"Extended source, no SL"
,50502002004,A,M87,3.15763E+04,187.6694,12.4024,62.4616,2,N,"Extended source, no SL"
,50502002004,B,M87,3.15763E+04,187.6694,12.4024,62.4616,0,N,"Extended source, no SL"
,50502002006,A,M87,3.16363E+04,187.6718,12.3823,55.3858,2,N,"Extended source, no SL"
,50502002006,B,M87,3.16363E+04,187.6718,12.3823,55.3858,0,N,"Extended source, no SL"
,60001044004,B,Ark120,6.54577E+04,79.029,-0.171,335.1878,2,N,Multiple point sources
,60001047002,A,MCGm6m30m15,2.32700E+04,204.0072,-34.2926,180.1813,0,N,Background
,60001047002,B,MCGm6m30m15,2.32700E+04,204.0072,-34.2926,180.1813,1,N,Background
,60001047003,B,MCGm6m30m15,1.27232E+05,204.0085,-34.2861,180.2894,1,N,SL on FPMA
,60001047005,A,MCGm6m30m15,2.96457E+04,204.0114,-34.2834,180.2958,1,N,Background
,60001047005,B,MCGm6m30m15,2.96457E+04,204.0114,-34.2834,180.2958,0,N,Background
,60001081002,A,Cen_A,5.12614E+04,201.3162,-43.0179,4.0009,0,N,"PSF bleed, no SL"
,60001081002,B,Cen_A,5.12614E+04,201.3162,-43.0179,4.0009,1,N,PSF bleed
,60001083002,A,Cyg_A,4.36411E+04,299.929,40.7151,207.9774,0,N,PSF bleed
,60001083002,B,Cyg_A,4.36411E+04,299.929,40.7151,207.9774,0,Y,"Extended source, no SL"
,60001083004,A,Cyg_A,2.07151E+04,299.9191,40.7305,194.5306,0,N,Background
,60001083004,B,Cyg_A,2.07151E+04,299.9191,40.7305,194.5306,0,Y,"Extended source, no SL"
,60001102004,B,1H0707m495,4.88819E+04,107.1213,-49.5473,37.3295,1,N,Background
,60001110005,A,SwiftJ2127d4p5654,7.45826E+04,321.9235,56.9256,333.2938,1,N,Second point source
,60001110005,B,SwiftJ2127d4p5654,7.45826E+04,321.9235,56.9256,333.2938,0,N,Background / second source?
,60001110007,B,SwiftJ2127d4p5654,4.21098E+04,321.9412,56.9294,333.3066,0,N,Background
,60001131002,A,SDSSJ0758p3923,4.51316E+04,119.6171,39.3839,178.0268,0,N,Second point source
,60001131002,B,SDSSJ0758p3923,4.51316E+04,119.6171,39.3839,178.0268,0,N,Second point source
,60001140002,A,2FGLJ0630d9m2406,6.66327E+04,97.787,-24.1027,169.7405,0,N,Background
,60001140002,B,2FGLJ0630d9m2406,6.66327E+04,97.787,-24.1027,169.7405,0,N,Background
,60001149008,A,NGC4593,2.31223E+04,189.9295,-5.3328,177.6462,2,N,Background
,60001153002,B,NGC5135,3.33599E+04,201.468,-29.826,175.228,1,N,Background
,60001157002,A,WISEJ0542p6309,3.29858E+04,85.5335,63.1674,118.3519,2,Y,Second source present
,60001159004,A,PG2112p059,1.96421E+04,318.6936,6.1153,17.3106,0,N,Elevated background?
,60001159004,B,PG2112p059,1.96421E+04,318.6936,6.1153,17.3106,2,N,High bgd?
,60002023014,B,Mkn421,1.73595E+04,166.0943,38.229,96.8357,0,N,PSF bleed
,60002023024,A,Mkn421,5.75759E+03,166.0918,38.2193,22.6139,0,N,"PSF bleed, no SL"
,60002023025,A,Mkn421,5.75093E+04,166.0937,38.2067,22.6162,2,N,"PSF bleed, no SL"
,60002023025,B,Mkn421,5.75093E+04,166.0937,38.2067,22.6162,1,N,"PSF bleed, no SL"
,60002023027,A,Mkn421,7.63002E+03,166.076,38.1942,22.6369,0,Y,"PSF bleed, no SL"
,60002023027,B,Mkn421,7.63002E+03,166.076,38.1942,22.6369,1,N,"PSF bleed, no SL"
,60002023029,A,Mkn421,1.65100E+04,166.0779,38.1937,22.6576,1,N,"PSF bleed, no SL"
,60002023029,B,Mkn421,1.65100E+04,166.0779,38.1937,22.6576,2,N,"PSF bleed, no SL"
,60002023031,A,Mkn421,1.56063E+04,166.0757,38.1941,22.6847,2,N,PSF bleed
,60002023031,B,Mkn421,1.56063E+04,166.0757,38.1941,22.6847,1,N,"PSF bleed, no SL"
,60002023033,A,Mkn421,1.72777E+04,166.0759,38.1933,22.7021,1,N,"PSF bleed, no SL"
,60002023033,B,Mkn421,1.72777E+04,166.0759,38.1933,22.7021,1,N,"PSF bleed, no SL"
,60002023035,A,Mkn421,2.02794E+04,166.0797,38.1935,21.7386,0,N,"PSF bleed, no SL"
,60002023035,B,Mkn421,2.02794E+04,166.0797,38.1935,21.7386,0,N,PSF bleed
,60002024002,A,Mkn501,1.82772E+04,253.4796,39.7695,121.2357,1,N,Background
,60002027004,A,IRAS05189m2524,2.53703E+04,80.2972,-25.3106,166.2867,0,N,Background
,60002027004,B,IRAS05189m2524,2.53703E+04,80.2972,-25.3106,166.2867,2,N,Background
,60002028002,A,Mrk273,6.98556E+04,206.228,55.8739,229.8789,2,N,Background
,60002039002,A,Circinus_galaxy,5.38787E+04,213.3888,-65.3206,166.4956,0,Y,Second point source
,60002039002,B,Circinus_galaxy,5.38787E+04,213.3888,-65.3206,166.4956,0,Y,Multiple point sources
,60002044003,A,NGC5548,2.72726E+04,214.4894,25.1226,359.9026,2,N,Background
,60002044003,B,NGC5548,2.72726E+04,214.4894,25.1226,359.9026,1,N,Background
,60002047002,B,1ES0229p200,1.62580E+04,38.1899,20.2959,128.9662,1,N,Second point source
,60002047006,A,1ES0229p200,1.80227E+04,38.1975,20.3104,125.7953,1,N,Second point source
,60002047006,B,1ES0229p200,1.80227E+04,38.1975,20.3104,125.7953,1,N,Second point source
,60002055002,A,1ES1959p650,1.96122E+04,299.8654,65.1018,5.6258,1,N,Background (weird pointing)
,60021021001,A,COSMOS_MOS021,2.82187E+04,150.0538,2.2375,185.1598,2,N,Background
,60021055002,A,COSMOS_MOS055,2.40545E+04,150.218,2.5986,349.1357,0,N,Background
,60021055002,B,COSMOS_MOS055,2.40545E+04,150.218,2.5986,349.1357,0,N,Background
,60021056001,A,COSMOS_MOS056,2.53258E+04,150.1054,2.6069,349.1238,1,N,Background (but different SLP?)
,60021056001,B,COSMOS_MOS056,2.53258E+04,150.1054,2.6069,349.1238,1,N,Background (solar flare)
,60021057001,A,COSMOS_MOS057,2.27208E+04,149.9964,2.6169,349.116,1,N,Background
,60021057001,B,COSMOS_MOS057,2.27208E+04,149.9964,2.6169,349.116,0,N,Background / solar flare
,60021058001,A,COSMOS_MOS058,2.35528E+04,149.8896,2.6269,349.1003,0,N,Background
,60021083001,A,COSMOS_MOS083,2.53586E+04,149.6548,2.5958,179.3356,2,N,Background
,60021083001,B,COSMOS_MOS083,2.53586E+04,149.6548,2.5958,179.3356,0,N,Background
,60021087001,A,COSMOS_MOS087,2.76538E+04,149.6138,2.1619,179.326,0,N,Background
,60021087001,B,COSMOS_MOS087,2.76538E+04,149.6138,2.1619,179.326,1,N,Background
,60021089001,A,COSMOS_MOS089,2.71043E+04,149.592,1.9445,179.3858,0,N,Background
,60021089001,B,COSMOS_MOS089,2.71043E+04,149.592,1.9445,179.3858,2,N,Background
,60021091001,A,COSMOS_MOS091,2.44611E+04,149.5744,1.7327,179.4425,0,N,Background
,60021091001,B,COSMOS_MOS091,2.44611E+04,149.5744,1.7327,179.4425,2,N,Background
,60021092001,A,COSMOS_MOS092,2.66289E+04,149.6826,1.722,179.464,0,N,Background
,60021092001,B,COSMOS_MOS092,2.66289E+04,149.6826,1.722,179.464,1,N,Background
,60021096001,A,COSMOS_MOS096,2.76023E+04,150.1187,1.6814,179.4456,1,N,Background
,60021096001,B,COSMOS_MOS096,2.76023E+04,150.1187,1.6814,179.4456,1,N,Background
,60021097001,A,COSMOS_MOS097,2.71045E+04,150.2222,1.671,179.4434,2,N,Background
,60021097001,B,COSMOS_MOS097,2.71045E+04,150.2222,1.671,179.4434,2,N,background (solar flare)
,60021120001,A,COSMOS_MOS120,2.66829E+04,150.6355,2.7643,295.4035,1,N,Background
,60021120001,B,COSMOS_MOS120,2.66829E+04,150.6355,2.7643,295.4035,0,N,Background
,60022003001,A,ECDFS_MOS003,4.71267E+04,53.1606,-27.9772,183.8601,1,N,Background
,60023007005,A,EGS_MOS007,5.03621E+04,215.1039,53.0147,301.3065,1,N,Background
,60023007005,B,EGS_MOS007,5.03621E+04,215.1039,53.0147,301.3065,1,N,Background
,60023008003,A,EGS_MOS008,4.49956E+04,215.212,53.0896,301.3117,0,N,Background
,60023008003,B,EGS_MOS008,4.49956E+04,215.212,53.0896,301.3117,0,N,Background
,60061071002,A,2MASXJ06411806p3249313,1.83283E+04,100.2858,32.8277,62.131,0,N,Background
,60061091006,A,MCG_01_24_012,1.21777E+04,140.1779,-8.0843,337.4223,0,N,Background
,60061091006,B,MCG_01_24_012,1.21777E+04,140.1779,-8.0843,337.4223,0,N,Background
,60061215002,A,RBS1037,4.06793E+04,177.3542,-4.2593,183.1351,2,N,Background
,60061215002,B,RBS1037,4.06793E+04,177.3542,-4.2593,183.1351,2,N,Background
,60061257002,B,IGRJ14471m6414,1.50418E+04,221.5699,-64.2745,276.2983,2,N,Background
,60061261002,B,2MASXJ15064412p0351444,2.13241E+04,226.6681,3.8588,338.4496,0,N,Background
,60061263002,B,2MASXJ15144217m8123377,1.33547E+04,228.6201,-81.3563,334.8753,0,N,Second source
,60061268002,B,LEDA2801977,1.88801E+04,240.3925,-61.1422,20.3941,0,Y,Complex in both (LMC sources?)
,60061276002,A,MCGp05_40_026,2.09991E+04,255.3119,29.3823,229.7893,1,N,Background
,60061276002,B,MCGp05_40_026,2.09991E+04,255.3119,29.3823,229.7893,1,N,Background
,60061295002,A,2MASXJ20005575m1810274,2.19035E+04,300.2101,-18.1939,322.7657,2,N,Background
,60061295002,B,2MASXJ20005575m1810274,2.19035E+04,300.2101,-18.1939,322.7657,1,N,Background
,60061312002,A,ESO533_50,2.29569E+04,338.7113,-25.6469,130.3602,2,N,Background
,60061312002,B,ESO533_50,2.29569E+04,338.7113,-25.6469,130.3602,1,N,Background
,60061320002,A,IGRJ23308p7120,1.60764E+04,352.5726,71.376,21.779,1,Y,Background
,60061320002,B,IGRJ23308p7120,1.60764E+04,352.5726,71.376,21.779,1,N,Background
,60061323002,A,NGC5506,5.65854E+04,213.3161,-3.1772,149.6861,1,N,PSF bleed
,60061323002,B,NGC5506,5.65854E+04,213.3161,-3.1772,149.6861,2,N,PSF Bleed
,60061334002,A,2MASXJ19263018p4133053,2.13468E+04,291.6288,41.5779,114.6219,0,N,Background
,60061335002,A,WAS49b,2.04024E+04,183.5588,29.5305,343.9746,0,N,Second point source
,60061335002,B,WAS49b,2.04024E+04,183.5588,29.5305,343.9746,1,N,Second point source
,60061339002,A,2MASXJ09235371m3141305,2.13061E+04,140.9461,-31.7408,332.171,0,N,Second source at edge of FoV
,60061346002,A,ARP318,2.06751E+04,32.3965,-10.1325,160.3919,1,N,Background
,60061346002,B,ARP318,2.06751E+04,32.3965,-10.1325,160.3919,1,N,Second point source
,60061361002,A,NGC1275,1.98741E+04,49.9294,41.5456,89.7972,1,Y,"Extended source, no SL"
,60061361002,B,NGC1275,1.98741E+04,49.9294,41.5456,89.7972,1,Y,"Extended source, no SL"
,60101002004,A,Mrk1040,6.42520E+04,37.0714,31.3353,133.4955,0,N,Background
,60101002004,B,Mrk1040,6.42520E+04,37.0714,31.3353,133.4955,0,N,Background
,60101012002,B,ESO439_G009,2.34312E+04,171.8735,-29.2522,177.8191,1,N,Second point source
,60101022002,A,Mrk766,2.35672E+04,184.5777,29.8004,349.9814,2,N,Background
,60101022002,B,Mrk766,2.35672E+04,184.5777,29.8004,349.9814,2,N,Background
,60101036002,A,1ES_0347m121,3.33860E+04,57.3684,-11.968,153.9538,0,N,Background
,60101036002,B,1ES_0347m121,3.33860E+04,57.3684,-11.968,153.9538,0,N,Background
,60101039002,A,1H_0419m577,1.69473E+05,66.4681,-57.1734,70.2082,0,N,Second point source
,60101039002,B,1H_0419m577,1.69473E+05,66.4681,-57.1734,70.2082,0,N,Multiple point sources
,60101041004,A,Fornax_A_Offset,9.71981E+04,50.5666,-37.2281,194.616,1,N,Second point source
,60101041004,B,Fornax_A_Offset,9.71981E+04,50.5666,-37.2281,194.616,2,N,Second point source
,60101049002,B,M81,2.09094E+05,148.8056,69.0481,343.3933,1,N,Multiple point sources
,60101059002,A,PMN_J0847m2337,3.21435E+04,131.7841,-23.6077,198.8102,0,N,Background
,60101059002,B,PMN_J0847m2337,3.21435E+04,131.7841,-23.6077,198.8102,1,N,Background
,60101060002,A,BZB_J0123m2310,2.17605E+04,20.9418,-23.1656,176.9578,2,N,Background
,60101060002,B,BZB_J0123m2310,2.17605E+04,20.9418,-23.1656,176.9578,2,N,Background
,60101062002,A,RBS_0970,2.25024E+04,170.2473,42.2107,194.8527,2,N,Background
,60101062002,B,RBS_0970,2.25024E+04,170.2473,42.2107,194.8527,2,N,Background
,60101074002,B,NGC_4922,2.10316E+04,195.3949,29.3105,202.8528,2,N,Background
,60101076002,A,IRAS_F17138m1017,2.69641E+04,259.1223,-10.3523,18.2832,1,N,Background
,60101076002,B,IRAS_F17138m1017,2.69641E+04,259.1223,-10.3523,18.2832,1,N,Background
,60101081002,A,J133331d15m012653d3,2.67477E+04,203.4049,-1.4368,177.6739,0,N,Background
,60101081002,B,J133331d15m012653d3,2.67477E+04,203.4049,-1.4368,177.6739,0,N,Background
,60102025006,A,MR2251m178,2.05902E+04,343.5096,-17.6205,308.3322,1,N,Background
,60102025006,B,MR2251m178,2.05902E+04,343.5096,-17.6205,308.3322,2,N,Background
,60102025008,A,MR2251m178,2.17093E+04,343.5105,-17.6001,313.526,2,N,Background
,60102042004,A,NGC_6240,2.30096E+04,253.2266,2.387,340.908,0,N,Background
,60102042004,B,NGC_6240,2.30096E+04,253.2266,2.387,340.908,0,N,Background
,60102051002,A,NGC_4507,3.01343E+04,188.8975,-39.9441,302.9256,0,N,Background
,60102051004,A,NGC_4507,3.44672E+04,188.8799,-39.9369,341.0549,0,N,Background
,60102051004,B,NGC_4507,3.44672E+04,188.8799,-39.9369,341.0549,0,N,Background
,60102051008,A,NGC_4507,3.09259E+04,188.8652,-39.9166,21.7381,0,N,Background
,60102051008,B,NGC_4507,3.09259E+04,188.8652,-39.9166,21.7381,1,N,Background
,60111013002,A,UDS_MOS013,4.90817E+04,34.384,-5.0891,319.2788,1,N,Background
,60111013002,B,UDS_MOS013,4.90817E+04,34.384,-5.0891,319.2788,0,N,Background
,60111014001,B,UDS_MOS014,4.88896E+04,34.3973,-4.9458,319.3018,1,N,Background + sources
,60160026002,A,Mrk348,2.15196E+04,12.15,31.9452,16.2697,1,N,Background
,60160038002,A,HE0103m3447,2.19864E+04,16.4141,-34.5481,340.4075,2,N,Background
,60160038002,B,HE0103m3447,2.19864E+04,16.4141,-34.5481,340.4075,0,N,Background
,60160177002,A,4Cp50d11,2.05394E+04,59.8378,50.9627,24.875,2,N,Background
,60160177002,B,4Cp50d11,2.05394E+04,59.8378,50.9627,24.875,2,N,Background
,60160201002,A,IRAS04392m2713,1.95558E+04,70.362,-27.1576,265.4543,0,N,Background
,60160201002,B,IRAS04392m2713,1.95558E+04,70.362,-27.1576,265.4543,2,N,Background
,60160217002,A,2MASXJ05043414m7349269,2.26679E+04,76.223,-73.8092,175.5502,2,N,Background
,60160263002,A,2MASXJ06230765m6436211,4.18336E+04,95.8184,-64.5782,141.513,1,N,Background
,60160263002,B,2MASXJ06230765m6436211,4.18336E+04,95.8184,-64.5782,141.513,2,N,Background
,60160332002,A,3C206,1.73899E+04,129.9901,-12.2327,198.9405,1,N,Background
,60160332002,B,3C206,1.73899E+04,129.9901,-12.2327,198.9405,0,N,Background
,60160406002,A,SDSSJ104326d47p110524d2,2.01576E+04,160.8334,11.079,355.5671,0,N,Background
,60160406002,B,SDSSJ104326d47p110524d2,2.01576E+04,160.8334,11.079,355.5671,1,N,Background
,60160414002,A,2MASXJ10523297p1036205,4.06957E+04,163.1562,10.628,171.6453,0,N,Background
,60160414002,B,2MASXJ10523297p1036205,4.06957E+04,163.1562,10.628,171.6453,1,N,Background
,60160472002,A,NGC4102,2.05663E+04,181.6387,52.7148,195.7302,1,N,Background
,60160472002,B,NGC4102,2.05663E+04,181.6387,52.7148,195.7302,0,N,Background
,60160510002,A,WKK1263,1.63735E+04,190.3632,-57.8724,278.6532,2,N,Background
,60160605002,A,Mrk1392,2.10843E+04,226.5131,3.7193,173.873,0,N,Background
,60160619002,A,1RXSJ153552d8m575055,1.91413E+04,234.0299,-57.8502,212.1416,0,Y,PSF bleed?
,60160619002,B,1RXSJ153552d8m575055,1.91413E+04,234.0299,-57.8502,212.1416,0,Y,Second point source
,60160632002,A,WKK6092,2.20521E+04,243.0087,-60.6253,208.3945,1,Y,SL on B
,60160634002,A,3C332,2.09573E+04,244.4593,32.3636,207.996,0,N,Background
,60160634002,B,3C332,2.09573E+04,244.4593,32.3636,207.996,0,N,Background
,60160648002,B,2MASXJ16481523m3035037,2.06516E+04,252.0932,-30.5648,166.2228,2,Y,High background
,60160657002,A,2MASSJ16561677m3302127,2.11398E+04,254.0394,-33.0553,343.8243,0,Y,Second point source
,60160672002,A,4Cp18d51,2.25124E+04,265.552,18.4838,148.4291,2,N,Background
,60160672002,B,4Cp18d51,2.25124E+04,265.552,18.4838,148.4291,1,N,Background
,60160688002,A,1RXSJ182557d5m071021,2.17942E+04,276.504,-7.1448,140.5503,1,Y,Background
,60160688002,B,1RXSJ182557d5m071021,2.17942E+04,276.504,-7.1448,140.5503,0,Y,Background
,60160714002,B,2MASSJ19334715p3254259,1.26457E+04,293.4503,32.943,108.5734,0,Y,Background
,60160732002,A,QSOB2013p370,1.26698E+04,303.8777,37.2137,116.8871,1,Y,Background
,60160732002,B,QSOB2013p370,1.26698E+04,303.8777,37.2137,116.8871,1,Y,Background
,60160761002,A,2MASXJ21355399p4728217,1.87035E+04,323.9197,47.4656,34.233,0,N,Background
,60160761002,B,2MASXJ21355399p4728217,1.87035E+04,323.9197,47.4656,34.233,1,N,Background
,60160767002,A,RXJ2145d5p1102,2.13513E+04,326.3766,11.0306,301.2936,2,N,Background
,60161267002,A,2MASXJ06262702p0727287,1.83565E+04,96.6432,7.4365,270.1777,1,Y,"SL on B, not on A"
,60161395002,A,ESO317mG041,2.20013E+04,157.7837,-42.063,16.5221,0,N,Second point source
,60161395002,B,ESO317mG041,2.20013E+04,157.7837,-42.063,16.5221,1,N,Multiple point sources
,60161526002,B,ESO323mG081,2.23105E+04,196.761,-40.4244,9.0655,0,N,Second point source
,60161542002,A,ESO021mG004,2.06172E+04,203.26,-77.8699,265.4166,2,N,Background
,60161542002,B,ESO021mG004,2.06172E+04,203.26,-77.8699,265.4166,0,N,Background
,60161629002,A,2MASXJ16052330m7253565,2.21979E+04,241.4221,-72.8726,166.6521,0,N,Second source
,60161629002,B,2MASXJ16052330m7253565,2.21979E+04,241.4221,-72.8726,166.6521,0,N,Second point source
,60161824002,A,2MASXJ23203662p6430452,2.14380E+04,350.1955,64.5326,155.6363,0,N,Background
,60161824002,B,2MASXJ23203662p6430452,2.14380E+04,350.1955,64.5326,155.6363,0,N,Background
,60201016002,A,M87,5.03424E+04,187.7239,12.416,159.1694,0,N,"Extended source, no SL"
,60201016002,B,M87,5.03424E+04,187.7239,12.416,159.1694,1,N,"Extended source, no SL"
,60201027002,A,MCGp8m11m11,9.79247E+04,88.7671,46.4525,168.3021,1,N,Background
,60201028002,B,NGC_6814,1.48436E+05,295.656,-10.2902,99.4778,1,N,PSF bleed
,60201032002,A,SWIFT_J2015d2p2526,2.81313E+04,303.7499,25.4169,120.8819,0,N,Background
,60201032002,B,SWIFT_J2015d2p2526,2.81313E+04,303.7499,25.4169,120.8819,0,Y,Background
,60201041002,B,4U_1344m60,9.94643E+04,206.8407,-60.6179,30.2668,1,Y,Faint on A
,60201047002,B,4C_25d05,4.17830E+04,21.6654,25.9577,313.1337,1,N,Second point source
,60201055002,A,J1155m0147,2.23744E+04,178.92,-1.8093,357.5803,0,N,Background
,60201055002,B,J1155m0147,2.23744E+04,178.92,-1.8093,357.5803,0,N,Background
,60201056002,A,NGC_1052,5.97536E+04,40.2546,-8.2823,312.3752,2,N,Background
,60202002004,A,NGC_3227,4.24621E+04,155.8992,19.8751,175.5563,2,N,Background
,60202002004,B,NGC_3227,4.24621E+04,155.8992,19.8751,175.5563,2,N,Background
,60202002008,A,NGC_3227,4.18178E+04,155.8963,19.8767,174.6166,2,N,Background
,60202002008,B,NGC_3227,4.18178E+04,155.8963,19.8767,174.6166,1,N,PSF bleed
,60202002012,A,NGC_3227,3.92822E+04,155.8973,19.8823,173.311,0,N,Background
,60202002012,B,NGC_3227,3.92822E+04,155.8973,19.8823,173.311,0,N,Background
,60202002014,A,NGC_3227,4.76025E+04,155.8922,19.8872,159.8752,2,N,PSF bleed
,60202002014,B,NGC_3227,4.76025E+04,155.8922,19.8872,159.8752,0,N,PSF bleed
,60202021002,B,ESO_323mG077,3.93611E+04,196.6435,-40.3947,158.2566,0,N,Second point source
,60202021004,B,ESO_323mG077,4.25326E+04,196.645,-40.3951,162.2613,0,N,Second point source
,60202021006,B,ESO_323mG077,4.34033E+04,196.6444,-40.401,171.3309,0,N,Second point source
,60202049002,A,MRK_501,2.31510E+04,253.4543,39.7752,105.8677,0,N,Background
,60202061002,A,3C_111,2.13236E+04,64.5636,37.9869,353.9429,0,N,Background
,60202061002,B,3C_111,2.13236E+04,64.5636,37.9869,353.9429,0,N,Background
,60202061004,A,3C_111,4.93613E+04,64.5608,37.9925,353.8788,0,N,Background
,60202061004,B,3C_111,4.93613E+04,64.5608,37.9925,353.8788,0,N,Background
,60202061006,A,3C_111,5.16970E+04,64.5585,37.9979,346.8025,2,N,Background
,60260005002,A,IRAS03219p4031,2.14289E+04,51.2967,40.7068,83.0396,0,Y,Background
,60261005002,A,NGC7319_Stephan,4.18826E+04,338.9689,33.967,22.5809,0,N,Background
,60261005002,B,NGC7319_Stephan,4.18826E+04,338.9689,33.967,22.5809,0,N,Background
,60301011004,A,3C_109,8.91504E+04,63.4339,11.2258,143.5938,0,N,Background
,60301011004,B,3C_109,8.91504E+04,63.4339,11.2258,143.5938,0,N,Background
,60301012002,A,NUSTARJ1206p4957,5.06550E+04,181.5899,49.9606,194.0107,0,N,Second source
,60301012002,B,NUSTARJ1206p4957,5.06550E+04,181.5899,49.9606,194.0107,1,N,Second point source
,60301013002,A,NUSTARJ1826p7209,6.29754E+04,276.4819,72.1807,55.7091,0,N,Multiple point sources
,60301013002,B,NUSTARJ1826p7209,6.29754E+04,276.4819,72.1807,55.7091,0,N,Second point source
,60301014002,B,III_Zw_2,9.36964E+04,2.6257,10.9516,313.5954,2,N,Background
,60301023002,A,NUSTARJ150645p0346d2,6.29794E+04,226.7179,3.7831,175.7857,1,N,Second point source
,60301023002,B,NUSTARJ150645p0346d2,6.29794E+04,226.7179,3.7831,175.7857,2,N,Second source
,60301028002,A,IRAS_18325m5926,9.77898E+04,279.1909,-59.433,318.7379,0,N,Elevated background?
,60301028002,B,IRAS_18325m5926,9.77898E+04,279.1909,-59.433,318.7379,1,N,High bgd?
,60360008002,A,SDSSJ152132d21p391206d9,2.07341E+04,230.3854,39.1739,285.7009,2,N,Background
,60360008002,B,SDSSJ152132d21p391206d9,2.07341E+04,230.3854,39.1739,285.7009,1,N,Background
,60361015002,A,MRK0315,2.58319E+04,346.0374,22.6588,145.1307,0,N,Background
,60361015002,B,MRK0315,2.58319E+04,346.0374,22.6588,145.1307,0,N,Background
,60363001002,A,6dFJ1254564m265702,2.02963E+04,193.7008,-26.9741,352.2512,1,N,Background
,60363003002,A,2MASXJ02420381p0510061,1.97999E+04,40.536,5.2068,133.1256,2,N,Second source present
,60363003002,B,2MASXJ02420381p0510061,1.97999E+04,40.536,5.2068,133.1256,0,N,Second point source
,60368002002,A,NGC_7682,2.27493E+04,352.2514,3.5078,329.7857,0,N,Second point source
,60368002002,B,NGC_7682,2.27493E+04,352.2514,3.5078,329.7857,0,N,Second point source
,60369001002,B,SDSS_1510,5.13508E+04,227.5447,7.6872,174.7217,1,N,Background
